Line_Width,Turns,Line_space,Y_Dimension,X_Dimension,freq,Ldiff,Qdiff,Leff,Q,Reff
2,2,3,200,200,7.700 GHz,2.40E-09,17.883,2.54E-09,16.77,7.331
2,2,3,200,200,7.800 GHz,2.41E-09,18.023,2.55E-09,16.867,7.419
2,2,3,200,200,7.900 GHz,2.41E-09,18.16,2.57E-09,16.96,7.51
2,2,3,200,200,8.000 GHz,2.42E-09,18.295,2.58E-09,17.05,7.603
2,2,3,200,200,8.100 GHz,2.43E-09,18.426,2.59E-09,17.135,7.698
2,2,3,200,200,8.200 GHz,2.44E-09,18.555,2.61E-09,17.218,7.797
2,2,3,200,200,8.300 GHz,2.44E-09,18.682,2.62E-09,17.296,7.898
2,2,3,200,200,8.400 GHz,2.45E-09,18.805,2.63E-09,17.371,8.001
2,2,3,200,200,8.500 GHz,2.46E-09,18.926,2.65E-09,17.442,8.108
2,2,3,200,200,8.600 GHz,2.47E-09,19.044,2.66E-09,17.509,8.218
2,2,3,200,200,8.700 GHz,2.48E-09,19.159,2.68E-09,17.572,8.331
2,2,3,200,200,8.800 GHz,2.49E-09,19.271,2.69E-09,17.631,8.447
2,2,3,200,200,8.900 GHz,2.50E-09,19.381,2.71E-09,17.687,8.567
2,2,3,200,200,9.000 GHz,2.51E-09,19.487,2.73E-09,17.738,8.69
2,2,3,200,200,9.100 GHz,2.52E-09,19.591,2.74E-09,17.786,8.817
2,2,3,200,200,9.200 GHz,2.53E-09,19.692,2.76E-09,17.829,8.948
2,2,3,200,200,9.300 GHz,2.54E-09,19.79,2.78E-09,17.869,9.083
2,2,3,200,200,9.400 GHz,2.55E-09,19.886,2.80E-09,17.904,9.222
2,2,3,200,200,9.500 GHz,2.56E-09,19.978,2.81E-09,17.935,9.365
2,2,3,200,200,9.600 GHz,2.57E-09,20.068,2.83E-09,17.962,9.513
2,2,3,200,200,9.700 GHz,2.58E-09,20.155,2.85E-09,17.985,9.666
2,2,3,200,200,9.800 GHz,2.59E-09,20.239,2.87E-09,18.003,9.824
2,2,3,200,200,9.900 GHz,2.60E-09,20.319,2.89E-09,18.017,9.987
2,2,3,200,200,10.00 GHz,2.61E-09,20.398,2.91E-09,18.026,10.156
2,2,3,200,200,10.10 GHz,2.62E-09,20.473,2.94E-09,18.03,10.33
2,2,3,200,200,10.20 GHz,2.63E-09,20.545,2.96E-09,18.03,10.511
2,2,3,200,200,10.30 GHz,2.65E-09,20.614,2.98E-09,18.026,10.698
2,2,3,200,200,10.40 GHz,2.66E-09,20.68,3.00E-09,18.016,10.892
2,2,3,200,200,10.50 GHz,2.67E-09,20.743,3.03E-09,18.002,11.093
2,2,3,200,200,10.60 GHz,2.68E-09,20.803,3.05E-09,17.982,11.302
2,2,3,200,200,10.70 GHz,2.70E-09,20.861,3.08E-09,17.958,11.518
2,2,3,200,200,10.80 GHz,2.71E-09,20.915,3.10E-09,17.928,11.743
2,2,3,200,200,10.90 GHz,2.72E-09,20.966,3.13E-09,17.893,11.977
2,2,3,200,200,11.00 GHz,2.74E-09,21.013,3.16E-09,17.852,12.22
2,2,3,200,200,11.10 GHz,2.75E-09,21.058,3.19E-09,17.806,12.473
2,2,3,200,200,11.20 GHz,2.77E-09,21.1,3.21E-09,17.755,12.736
2,2,3,200,200,11.30 GHz,2.78E-09,21.138,3.24E-09,17.698,13.011
2,2,3,200,200,11.40 GHz,2.80E-09,21.173,3.27E-09,17.635,13.297
2,2,3,200,200,11.50 GHz,2.81E-09,21.205,3.31E-09,17.566,13.596
2,2,3,200,200,11.60 GHz,2.83E-09,21.234,3.34E-09,17.491,13.907
2,2,3,200,200,11.70 GHz,2.84E-09,21.259,3.37E-09,17.411,14.233
2,2,3,200,200,11.80 GHz,2.86E-09,21.281,3.41E-09,17.324,14.574
2,2,3,200,200,11.90 GHz,2.88E-09,21.3,3.44E-09,17.231,14.931
2,2,3,200,200,12.00 GHz,2.89E-09,21.316,3.48E-09,17.131,15.304
2,2,3,200,200,12.10 GHz,2.91E-09,21.328,3.52E-09,17.025,15.696
2,2,3,200,200,12.20 GHz,2.93E-09,21.336,3.55E-09,16.913,16.106
2,2,3,200,200,12.30 GHz,2.95E-09,21.341,3.59E-09,16.794,16.537
2,2,3,200,200,12.40 GHz,2.97E-09,21.343,3.64E-09,16.669,16.99
2,2,3,200,200,12.50 GHz,2.99E-09,21.341,3.68E-09,16.537,17.467
2,2,3,200,200,12.60 GHz,3.00E-09,21.335,3.72E-09,16.399,17.968
2,2,3,200,200,12.70 GHz,3.02E-09,21.326,3.77E-09,16.254,18.497
2,2,3,200,200,12.80 GHz,3.04E-09,21.314,3.82E-09,16.102,19.054
2,2,3,200,200,12.90 GHz,3.07E-09,21.297,3.86E-09,15.943,19.641
2,2,3,200,200,13.00 GHz,3.09E-09,21.278,3.91E-09,15.778,20.262
2,2,3,200,200,13.10 GHz,3.11E-09,21.254,3.97E-09,15.606,20.919
2,2,3,200,200,13.20 GHz,3.13E-09,21.226,4.02E-09,15.427,21.614
2,2,3,200,200,13.30 GHz,3.15E-09,21.195,4.08E-09,15.242,22.35
2,2,3,200,200,13.40 GHz,3.18E-09,21.16,4.13E-09,15.05,23.13
2,2,3,200,200,13.50 GHz,3.20E-09,21.121,4.20E-09,14.851,23.959
2,2,3,200,200,13.60 GHz,3.22E-09,21.079,4.26E-09,14.646,24.84
2,2,3,200,200,13.70 GHz,3.25E-09,21.032,4.32E-09,14.434,25.778
2,2,3,200,200,13.80 GHz,3.27E-09,20.982,4.39E-09,14.217,26.776
2,2,3,200,200,13.90 GHz,3.30E-09,20.927,4.46E-09,13.993,27.841
2,2,3,200,200,14.00 GHz,3.33E-09,20.869,4.53E-09,13.763,28.977
2,2,3,200,200,14.10 GHz,3.35E-09,20.806,4.61E-09,13.527,30.193
2,2,3,200,200,14.20 GHz,3.38E-09,20.74,4.69E-09,13.285,31.493
2,2,3,200,200,14.30 GHz,3.41E-09,20.669,4.77E-09,13.038,32.888
2,2,3,200,200,14.40 GHz,3.44E-09,20.595,4.86E-09,12.786,34.384
2,2,3,200,200,14.50 GHz,3.47E-09,20.516,4.95E-09,12.528,35.993
2,2,3,200,200,14.60 GHz,3.50E-09,20.433,5.04E-09,12.265,37.724
2,2,3,200,200,14.70 GHz,3.53E-09,20.346,5.14E-09,11.998,39.591
2,2,3,200,200,14.80 GHz,3.57E-09,20.254,5.25E-09,11.726,41.607
2,2,3,200,200,14.90 GHz,3.60E-09,20.159,5.36E-09,11.45,43.787
2,2,3,200,200,15.00 GHz,3.63E-09,20.059,5.47E-09,11.169,46.148
2,2,3,200,200,15.10 GHz,3.67E-09,19.955,5.59E-09,10.885,48.712
2,2,3,200,200,15.20 GHz,3.70E-09,19.847,5.72E-09,10.598,51.5
2,2,3,200,200,15.30 GHz,3.74E-09,19.734,5.85E-09,10.308,54.538
2,2,3,200,200,15.40 GHz,3.78E-09,19.617,5.99E-09,10.014,57.854
2,2,3,200,200,15.50 GHz,3.82E-09,19.496,6.14E-09,9.718,61.483
2,2,3,200,200,15.60 GHz,3.86E-09,19.37,6.29E-09,9.42,65.464
2,2,3,200,200,15.70 GHz,3.90E-09,19.24,6.46E-09,9.12,69.839
2,2,3,200,200,15.80 GHz,3.94E-09,19.106,6.63E-09,8.819,74.661
2,2,3,200,200,15.90 GHz,3.99E-09,18.968,6.82E-09,8.516,79.99
2,2,3,200,200,16.00 GHz,4.03E-09,18.825,7.02E-09,8.212,85.896
2,2,3,200,200,16.10 GHz,4.08E-09,18.677,7.23E-09,7.908,92.46
2,2,3,200,200,16.20 GHz,4.13E-09,18.525,7.45E-09,7.603,99.78
2,2,3,200,200,16.30 GHz,4.17E-09,18.369,7.69E-09,7.298,107.969
2,2,3,200,200,16.40 GHz,4.23E-09,18.209,7.95E-09,6.994,117.164
2,2,3,200,200,16.50 GHz,4.28E-09,18.044,8.23E-09,6.69,127.528
2,2,3,200,200,16.60 GHz,4.33E-09,17.875,8.53E-09,6.387,139.259
2,2,3,200,200,16.70 GHz,4.39E-09,17.701,8.85E-09,6.085,152.595
2,2,3,200,200,16.80 GHz,4.45E-09,17.523,9.20E-09,5.785,167.826
2,2,3,200,200,16.90 GHz,4.50E-09,17.341,9.58E-09,5.487,185.312
2,2,3,200,200,17.00 GHz,4.57E-09,17.155,9.99E-09,5.19,205.495
2,2,3,200,200,17.10 GHz,4.63E-09,16.964,1.04E-08,4.896,228.931
2,2,3,200,200,17.20 GHz,4.70E-09,16.769,1.09E-08,4.605,256.317
2,2,3,200,200,17.30 GHz,4.76E-09,16.57,1.15E-08,4.316,288.542
2,2,3,200,200,17.40 GHz,4.83E-09,16.366,1.21E-08,4.031,326.746
2,2,3,200,200,17.50 GHz,4.91E-09,16.159,1.27E-08,3.748,372.409
2,2,3,200,200,17.60 GHz,4.98E-09,15.947,1.34E-08,3.469,427.469
2,2,3,200,200,17.70 GHz,5.06E-09,15.731,1.42E-08,3.194,494.495
2,2,3,200,200,17.80 GHz,5.15E-09,15.511,1.51E-08,2.922,576.925
2,2,3,200,200,17.90 GHz,5.23E-09,15.287,1.60E-08,2.655,679.409
2,2,3,200,200,18.00 GHz,5.32E-09,15.059,1.71E-08,2.391,808.281
2,2,3,200,200,18.10 GHz,5.41E-09,14.828,1.82E-08,2.132,972.199
2,2,3,200,200,18.20 GHz,5.51E-09,14.592,1.94E-08,1.877,1182.956
2,2,3,200,200,18.30 GHz,5.61E-09,14.352,2.06E-08,1.627,1456.286
2,2,3,200,200,18.40 GHz,5.71E-09,14.109,2.17E-08,1.382,1812.09
2,2,3,200,200,18.50 GHz,5.82E-09,13.862,2.23E-08,1.141,2272.314
2,2,3,200,200,18.60 GHz,5.93E-09,13.611,2.21E-08,0.905,2852.32
2,2,3,200,200,18.70 GHz,6.05E-09,13.357,2.03E-08,0.673,3538.579
2,2,3,200,200,18.80 GHz,6.18E-09,13.099,1.61E-08,0.447,4249.62
2,2,3,200,200,18.90 GHz,6.31E-09,12.838,9.12E-09,0.225,4808.818
2,2,3,200,200,19.00 GHz,6.44E-09,12.573,3.67E-10,0.009,5006.964
2,2,3,200,200,19.10 GHz,6.59E-09,12.305,-8.05E-09,-0.203,4765.43
2,2,3,200,200,19.20 GHz,6.74E-09,12.033,-1.43E-08,-0.409,4209.755
2,2,3,200,200,19.30 GHz,6.90E-09,11.759,-1.79E-08,-0.611,3545.472
2,2,3,200,200,19.40 GHz,7.07E-09,11.481,-1.93E-08,-0.807,2918.817
2,2,3,200,200,19.50 GHz,7.24E-09,11.201,-1.95E-08,-0.999,2389.72
2,2,3,200,200,19.60 GHz,7.43E-09,10.917,-1.89E-08,-1.185,1965.11
2,2,3,200,200,19.70 GHz,7.63E-09,10.631,-1.80E-08,-1.367,1630.959
2,2,3,200,200,19.80 GHz,7.84E-09,10.341,-1.70E-08,-1.544,1368.873
2,2,3,200,200,19.90 GHz,8.06E-09,10.049,-1.60E-08,-1.715,1162.305
2,2,3,200,200,20.00 GHz,8.30E-09,9.755,-1.50E-08,-1.882,998.049
2,3,3,100,100,2.000 GHz,1.49E-09,5.638,1.50E-09,5.63,3.34
2,3,3,100,100,2.100 GHz,1.50E-09,5.899,1.50E-09,5.89,3.353
2,3,3,100,100,2.200 GHz,1.50E-09,6.159,1.50E-09,6.148,3.367
2,3,3,100,100,2.300 GHz,1.50E-09,6.416,1.50E-09,6.404,3.381
2,3,3,100,100,2.400 GHz,1.50E-09,6.671,1.50E-09,6.657,3.395
2,3,3,100,100,2.500 GHz,1.50E-09,6.924,1.50E-09,6.908,3.41
2,3,3,100,100,2.600 GHz,1.50E-09,7.174,1.50E-09,7.157,3.424
2,3,3,100,100,2.700 GHz,1.50E-09,7.422,1.50E-09,7.403,3.44
2,3,3,100,100,2.800 GHz,1.50E-09,7.669,1.50E-09,7.648,3.455
2,3,3,100,100,2.900 GHz,1.50E-09,7.913,1.50E-09,7.89,3.471
2,3,3,100,100,3.000 GHz,1.50E-09,8.155,1.50E-09,8.129,3.487
2,3,3,100,100,3.100 GHz,1.50E-09,8.395,1.51E-09,8.367,3.503
2,3,3,100,100,3.200 GHz,1.50E-09,8.633,1.51E-09,8.603,3.519
2,3,3,100,100,3.300 GHz,1.50E-09,8.869,1.51E-09,8.836,3.536
2,3,3,100,100,3.400 GHz,1.50E-09,9.103,1.51E-09,9.067,3.553
2,3,3,100,100,3.500 GHz,1.50E-09,9.335,1.51E-09,9.297,3.57
2,3,3,100,100,3.600 GHz,1.50E-09,9.566,1.51E-09,9.524,3.588
2,3,3,100,100,3.700 GHz,1.51E-09,9.794,1.51E-09,9.749,3.605
2,3,3,100,100,3.800 GHz,1.51E-09,10.021,1.51E-09,9.972,3.623
2,3,3,100,100,3.900 GHz,1.51E-09,10.245,1.52E-09,10.194,3.641
2,3,3,100,100,4.000 GHz,1.51E-09,10.468,1.52E-09,10.413,3.659
2,3,3,100,100,4.100 GHz,1.51E-09,10.69,1.52E-09,10.631,3.677
2,3,3,100,100,4.200 GHz,1.51E-09,10.909,1.52E-09,10.846,3.696
2,3,3,100,100,4.300 GHz,1.51E-09,11.127,1.52E-09,11.06,3.715
2,3,3,100,100,4.400 GHz,1.51E-09,11.343,1.52E-09,11.271,3.734
2,3,3,100,100,4.500 GHz,1.51E-09,11.557,1.52E-09,11.481,3.753
2,3,3,100,100,4.600 GHz,1.52E-09,11.77,1.53E-09,11.689,3.773
2,3,3,100,100,4.700 GHz,1.52E-09,11.981,1.53E-09,11.895,3.792
2,3,3,100,100,4.800 GHz,1.52E-09,12.19,1.53E-09,12.099,3.812
2,3,3,100,100,4.900 GHz,1.52E-09,12.398,1.53E-09,12.302,3.833
2,3,3,100,100,5.000 GHz,1.52E-09,12.604,1.53E-09,12.502,3.853
2,3,3,100,100,5.100 GHz,1.52E-09,12.809,1.54E-09,12.701,3.874
2,3,3,100,100,5.200 GHz,1.52E-09,13.012,1.54E-09,12.897,3.895
2,3,3,100,100,5.300 GHz,1.53E-09,13.213,1.54E-09,13.092,3.916
2,3,3,100,100,5.400 GHz,1.53E-09,13.413,1.54E-09,13.285,3.938
2,3,3,100,100,5.500 GHz,1.53E-09,13.611,1.54E-09,13.476,3.959
2,3,3,100,100,5.600 GHz,1.53E-09,13.808,1.55E-09,13.665,3.982
2,3,3,100,100,5.700 GHz,1.53E-09,14.003,1.55E-09,13.853,4.004
2,3,3,100,100,5.800 GHz,1.53E-09,14.197,1.55E-09,14.038,4.027
2,3,3,100,100,5.900 GHz,1.54E-09,14.389,1.55E-09,14.222,4.05
2,3,3,100,100,6.000 GHz,1.54E-09,14.579,1.56E-09,14.403,4.073
2,3,3,100,100,6.100 GHz,1.54E-09,14.768,1.56E-09,14.583,4.097
2,3,3,100,100,6.200 GHz,1.54E-09,14.956,1.56E-09,14.761,4.121
2,3,3,100,100,6.300 GHz,1.54E-09,15.142,1.56E-09,14.937,4.145
2,3,3,100,100,6.400 GHz,1.55E-09,15.326,1.57E-09,15.11,4.17
2,3,3,100,100,6.500 GHz,1.55E-09,15.509,1.57E-09,15.282,4.195
2,3,3,100,100,6.600 GHz,1.55E-09,15.69,1.57E-09,15.452,4.22
2,3,3,100,100,6.700 GHz,1.55E-09,15.87,1.58E-09,15.62,4.246
2,3,3,100,100,6.800 GHz,1.55E-09,16.048,1.58E-09,15.787,4.272
2,3,3,100,100,6.900 GHz,1.56E-09,16.224,1.58E-09,15.951,4.299
2,3,3,100,100,7.000 GHz,1.56E-09,16.399,1.59E-09,16.113,4.326
2,3,3,100,100,7.100 GHz,1.56E-09,16.572,1.59E-09,16.273,4.354
2,3,3,100,100,7.200 GHz,1.56E-09,16.744,1.59E-09,16.431,4.381
2,3,3,100,100,7.300 GHz,1.57E-09,16.914,1.60E-09,16.587,4.41
2,3,3,100,100,7.400 GHz,1.57E-09,17.083,1.60E-09,16.741,4.438
2,3,3,100,100,7.500 GHz,1.57E-09,17.25,1.60E-09,16.893,4.468
2,3,3,100,100,7.600 GHz,1.57E-09,17.415,1.61E-09,17.043,4.497
2,3,3,100,100,7.700 GHz,1.58E-09,17.579,1.61E-09,17.191,4.527
2,3,3,100,100,7.800 GHz,1.58E-09,17.741,1.61E-09,17.337,4.558
2,3,3,100,100,7.900 GHz,1.58E-09,17.902,1.62E-09,17.481,4.589
2,3,3,100,100,8.000 GHz,1.58E-09,18.06,1.62E-09,17.623,4.621
2,3,3,100,100,8.100 GHz,1.59E-09,18.217,1.62E-09,17.762,4.653
2,3,3,100,100,8.200 GHz,1.59E-09,18.373,1.63E-09,17.9,4.686
2,3,3,100,100,8.300 GHz,1.59E-09,18.527,1.63E-09,18.035,4.719
2,3,3,100,100,8.400 GHz,1.60E-09,18.679,1.64E-09,18.169,4.753
2,3,3,100,100,8.500 GHz,1.60E-09,18.829,1.64E-09,18.3,4.787
2,3,3,100,100,8.600 GHz,1.60E-09,18.978,1.64E-09,18.429,4.822
2,3,3,100,100,8.700 GHz,1.61E-09,19.125,1.65E-09,18.556,4.857
2,3,3,100,100,8.800 GHz,1.61E-09,19.27,1.65E-09,18.681,4.893
2,3,3,100,100,8.900 GHz,1.61E-09,19.413,1.66E-09,18.804,4.93
2,3,3,100,100,9.000 GHz,1.61E-09,19.555,1.66E-09,18.924,4.967
2,3,3,100,100,9.100 GHz,1.62E-09,19.695,1.67E-09,19.043,5.005
2,3,3,100,100,9.200 GHz,1.62E-09,19.833,1.67E-09,19.159,5.044
2,3,3,100,100,9.300 GHz,1.63E-09,19.969,1.68E-09,19.273,5.083
2,3,3,100,100,9.400 GHz,1.63E-09,20.104,1.68E-09,19.385,5.123
2,3,3,100,100,9.500 GHz,1.63E-09,20.237,1.69E-09,19.494,5.164
2,3,3,100,100,9.600 GHz,1.64E-09,20.367,1.69E-09,19.601,5.206
2,3,3,100,100,9.700 GHz,1.64E-09,20.496,1.70E-09,19.706,5.248
2,3,3,100,100,9.800 GHz,1.64E-09,20.624,1.70E-09,19.809,5.291
2,3,3,100,100,9.900 GHz,1.65E-09,20.749,1.71E-09,19.909,5.335
2,3,3,100,100,10.00 GHz,1.65E-09,20.872,1.71E-09,20.007,5.379
2,3,3,100,100,10.10 GHz,1.66E-09,20.994,1.72E-09,20.103,5.425
2,3,3,100,100,10.20 GHz,1.66E-09,21.113,1.72E-09,20.196,5.471
2,3,3,100,100,10.30 GHz,1.66E-09,21.231,1.73E-09,20.287,5.519
2,3,3,100,100,10.40 GHz,1.67E-09,21.347,1.74E-09,20.376,5.567
2,3,3,100,100,10.50 GHz,1.67E-09,21.46,1.74E-09,20.462,5.616
2,3,3,100,100,10.60 GHz,1.68E-09,21.572,1.75E-09,20.545,5.666
2,3,3,100,100,10.70 GHz,1.68E-09,21.682,1.75E-09,20.626,5.717
2,3,3,100,100,10.80 GHz,1.68E-09,21.79,1.76E-09,20.705,5.769
2,3,3,100,100,10.90 GHz,1.69E-09,21.896,1.77E-09,20.781,5.822
2,3,3,100,100,11.00 GHz,1.69E-09,21.999,1.77E-09,20.854,5.877
2,3,3,100,100,11.10 GHz,1.70E-09,22.101,1.78E-09,20.925,5.932
2,3,3,100,100,11.20 GHz,1.70E-09,22.201,1.79E-09,20.993,5.989
2,3,3,100,100,11.30 GHz,1.71E-09,22.299,1.79E-09,21.058,6.046
2,3,3,100,100,11.40 GHz,1.71E-09,22.394,1.80E-09,21.121,6.106
2,3,3,100,100,11.50 GHz,1.72E-09,22.488,1.81E-09,21.181,6.166
2,3,3,100,100,11.60 GHz,1.72E-09,22.579,1.82E-09,21.238,6.227
2,3,3,100,100,11.70 GHz,1.73E-09,22.669,1.82E-09,21.292,6.29
2,3,3,100,100,11.80 GHz,1.73E-09,22.756,1.83E-09,21.344,6.355
2,3,3,100,100,11.90 GHz,1.74E-09,22.841,1.84E-09,21.392,6.421
2,3,3,100,100,12.00 GHz,1.74E-09,22.924,1.85E-09,21.438,6.488
2,3,3,100,100,12.10 GHz,1.75E-09,23.005,1.85E-09,21.48,6.557
2,3,3,100,100,12.20 GHz,1.75E-09,23.083,1.86E-09,21.52,6.628
2,3,3,100,100,12.30 GHz,1.76E-09,23.16,1.87E-09,21.557,6.7
2,3,3,100,100,12.40 GHz,1.76E-09,23.234,1.88E-09,21.59,6.774
2,3,3,100,100,12.50 GHz,1.77E-09,23.306,1.89E-09,21.62,6.85
2,3,3,100,100,12.60 GHz,1.78E-09,23.376,1.89E-09,21.647,6.927
2,3,3,100,100,12.70 GHz,1.78E-09,23.443,1.90E-09,21.671,7.007
2,3,3,100,100,12.80 GHz,1.79E-09,23.509,1.91E-09,21.691,7.089
2,3,3,100,100,12.90 GHz,1.79E-09,23.572,1.92E-09,21.708,7.172
2,3,3,100,100,13.00 GHz,1.80E-09,23.633,1.93E-09,21.722,7.258
2,3,3,100,100,13.10 GHz,1.81E-09,23.691,1.94E-09,21.732,7.346
2,3,3,100,100,13.20 GHz,1.81E-09,23.747,1.95E-09,21.739,7.436
2,3,3,100,100,13.30 GHz,1.82E-09,23.801,1.96E-09,21.743,7.529
2,3,3,100,100,13.40 GHz,1.83E-09,23.853,1.97E-09,21.742,7.624
2,3,3,100,100,13.50 GHz,1.83E-09,23.902,1.98E-09,21.739,7.722
2,3,3,100,100,13.60 GHz,1.84E-09,23.949,1.99E-09,21.731,7.822
2,3,3,100,100,13.70 GHz,1.85E-09,23.994,2.00E-09,21.72,7.925
2,3,3,100,100,13.80 GHz,1.85E-09,24.036,2.01E-09,21.705,8.031
2,3,3,100,100,13.90 GHz,1.86E-09,24.076,2.02E-09,21.686,8.141
2,3,3,100,100,14.00 GHz,1.87E-09,24.113,2.03E-09,21.664,8.253
2,3,3,100,100,14.10 GHz,1.87E-09,24.148,2.04E-09,21.637,8.368
2,3,3,100,100,14.20 GHz,1.88E-09,24.181,2.06E-09,21.607,8.487
2,3,3,100,100,14.30 GHz,1.89E-09,24.211,2.07E-09,21.573,8.609
2,3,3,100,100,14.40 GHz,1.90E-09,24.239,2.08E-09,21.535,8.735
2,3,3,100,100,14.50 GHz,1.90E-09,24.264,2.09E-09,21.492,8.865
2,3,3,100,100,14.60 GHz,1.91E-09,24.287,2.10E-09,21.446,8.998
2,3,3,100,100,14.70 GHz,1.92E-09,24.307,2.12E-09,21.396,9.136
2,3,3,100,100,14.80 GHz,1.93E-09,24.325,2.13E-09,21.341,9.278
2,3,3,100,100,14.90 GHz,1.94E-09,24.341,2.14E-09,21.283,9.424
2,3,3,100,100,15.00 GHz,1.95E-09,24.354,2.16E-09,21.22,9.575
2,3,3,100,100,15.10 GHz,1.95E-09,24.364,2.17E-09,21.153,9.731
2,3,3,100,100,15.20 GHz,1.96E-09,24.372,2.18E-09,21.082,9.892
2,3,3,100,100,15.30 GHz,1.97E-09,24.377,2.20E-09,21.007,10.058
2,3,3,100,100,15.40 GHz,1.98E-09,24.38,2.21E-09,20.928,10.23
2,3,3,100,100,15.50 GHz,1.99E-09,24.38,2.23E-09,20.844,10.407
2,3,3,100,100,15.60 GHz,2.00E-09,24.378,2.24E-09,20.756,10.59
2,3,3,100,100,15.70 GHz,2.01E-09,24.373,2.26E-09,20.664,10.779
2,3,3,100,100,15.80 GHz,2.02E-09,24.366,2.27E-09,20.568,10.975
2,3,3,100,100,15.90 GHz,2.03E-09,24.356,2.29E-09,20.468,11.178
2,3,3,100,100,16.00 GHz,2.04E-09,24.343,2.31E-09,20.363,11.387
2,3,3,100,100,16.10 GHz,2.05E-09,24.328,2.32E-09,20.254,11.604
2,3,3,100,100,16.20 GHz,2.06E-09,24.31,2.34E-09,20.141,11.829
2,3,3,100,100,16.30 GHz,2.07E-09,24.29,2.36E-09,20.023,12.061
2,3,3,100,100,16.40 GHz,2.08E-09,24.266,2.38E-09,19.902,12.303
2,3,3,100,100,16.50 GHz,2.09E-09,24.241,2.39E-09,19.776,12.553
2,3,3,100,100,16.60 GHz,2.10E-09,24.212,2.41E-09,19.646,12.812
2,3,3,100,100,16.70 GHz,2.11E-09,24.181,2.43E-09,19.512,13.08
2,3,3,100,100,16.80 GHz,2.12E-09,24.147,2.45E-09,19.374,13.359
2,3,3,100,100,16.90 GHz,2.13E-09,24.111,2.47E-09,19.232,13.649
2,3,3,100,100,17.00 GHz,2.14E-09,24.072,2.49E-09,19.086,13.95
2,3,3,100,100,17.10 GHz,2.16E-09,24.03,2.51E-09,18.937,14.262
2,3,3,100,100,17.20 GHz,2.17E-09,23.986,2.54E-09,18.783,14.586
2,3,3,100,100,17.30 GHz,2.18E-09,23.938,2.56E-09,18.625,14.924
2,3,3,100,100,17.40 GHz,2.19E-09,23.889,2.58E-09,18.464,15.274
2,3,3,100,100,17.50 GHz,2.21E-09,23.836,2.60E-09,18.299,15.639
2,3,3,100,100,17.60 GHz,2.22E-09,23.781,2.63E-09,18.13,16.019
2,3,3,100,100,17.70 GHz,2.23E-09,23.723,2.65E-09,17.958,16.415
2,3,3,100,100,17.80 GHz,2.25E-09,23.662,2.68E-09,17.782,16.827
2,3,3,100,100,17.90 GHz,2.26E-09,23.598,2.70E-09,17.603,17.256
2,3,3,100,100,18.00 GHz,2.27E-09,23.532,2.73E-09,17.42,17.703
2,3,3,100,100,18.10 GHz,2.29E-09,23.463,2.75E-09,17.235,18.17
2,3,3,100,100,18.20 GHz,2.30E-09,23.391,2.78E-09,17.046,18.657
2,3,3,100,100,18.30 GHz,2.32E-09,23.317,2.81E-09,16.853,19.165
2,3,3,100,100,18.40 GHz,2.33E-09,23.239,2.84E-09,16.658,19.696
2,3,3,100,100,18.50 GHz,2.35E-09,23.159,2.87E-09,16.46,20.25
2,3,3,100,100,18.60 GHz,2.36E-09,23.076,2.90E-09,16.259,20.83
2,3,3,100,100,18.70 GHz,2.38E-09,22.991,2.93E-09,16.056,21.436
2,3,3,100,100,18.80 GHz,2.40E-09,22.902,2.96E-09,15.849,22.071
2,3,3,100,100,18.90 GHz,2.41E-09,22.811,2.99E-09,15.641,22.735
2,3,3,100,100,19.00 GHz,2.43E-09,22.717,3.03E-09,15.429,23.431
2,3,3,100,100,19.10 GHz,2.45E-09,22.621,3.06E-09,15.216,24.16
2,3,3,100,100,19.20 GHz,2.46E-09,22.521,3.10E-09,15,24.925
2,3,3,100,100,19.30 GHz,2.48E-09,22.419,3.14E-09,14.782,25.727
2,3,3,100,100,19.40 GHz,2.50E-09,22.314,3.17E-09,14.562,26.569
2,3,3,100,100,19.50 GHz,2.52E-09,22.206,3.21E-09,14.341,27.454
2,3,3,100,100,19.60 GHz,2.54E-09,22.095,3.25E-09,14.117,28.384
2,3,3,100,100,19.70 GHz,2.56E-09,21.982,3.30E-09,13.892,29.362
2,3,3,100,100,19.80 GHz,2.58E-09,21.866,3.34E-09,13.665,30.391
2,3,3,100,100,19.90 GHz,2.60E-09,21.747,3.38E-09,13.437,31.475
2,3,3,100,100,20.00 GHz,2.62E-09,21.625,3.43E-09,13.208,32.618
2,3,3,100,120,2.000 GHz,1.73E-09,5.875,1.74E-09,5.864,3.723
2,3,3,100,120,2.100 GHz,1.74E-09,6.147,1.74E-09,6.134,3.739
2,3,3,100,120,2.200 GHz,1.74E-09,6.416,1.74E-09,6.402,3.755
2,3,3,100,120,2.300 GHz,1.74E-09,6.684,1.74E-09,6.668,3.771
2,3,3,100,120,2.400 GHz,1.74E-09,6.949,1.74E-09,6.931,3.788
2,3,3,100,120,2.500 GHz,1.74E-09,7.212,1.74E-09,7.192,3.805
2,3,3,100,120,2.600 GHz,1.74E-09,7.473,1.74E-09,7.451,3.823
2,3,3,100,120,2.700 GHz,1.74E-09,7.732,1.75E-09,7.708,3.841
2,3,3,100,120,2.800 GHz,1.74E-09,7.989,1.75E-09,7.962,3.859
2,3,3,100,120,2.900 GHz,1.74E-09,8.243,1.75E-09,8.214,3.877
2,3,3,100,120,3.000 GHz,1.74E-09,8.496,1.75E-09,8.463,3.896
