Line_Width,Turns,Line_space,Y_Dimension,X_Dimension,freq,Ldiff,Qdiff,Leff,Q,Reff
4,1,3,100,200,5.800 GHz,3.93e-10,15.301,3.94e-10,15.241,0.943
4,1,3,100,200,5.900 GHz,3.93e-10,15.525,3.94e-10,15.462,0.946
4,1,3,100,200,6.000 GHz,3.93e-10,15.747,3.94e-10,15.681,0.948
4,1,3,100,200,6.100 GHz,3.93e-10,15.967,3.95e-10,15.898,0.951
4,1,3,100,200,6.200 GHz,3.93e-10,16.185,3.95e-10,16.113,0.954
4,1,3,100,200,6.300 GHz,3.93e-10,16.402,3.95e-10,16.326,0.957
4,1,3,100,200,6.400 GHz,3.93e-10,16.617,3.95e-10,16.537,0.96
4,1,3,100,200,6.500 GHz,3.93e-10,16.83,3.95e-10,16.747,0.963
4,1,3,100,200,6.600 GHz,3.93e-10,17.041,3.95e-10,16.954,0.966
4,1,3,100,200,6.700 GHz,3.93e-10,17.251,3.95e-10,17.16,0.969
4,1,3,100,200,6.800 GHz,3.93e-10,17.459,3.95e-10,17.364,0.972
4,1,3,100,200,6.900 GHz,3.93e-10,17.665,3.95e-10,17.566,0.975
4,1,3,100,200,7.000 GHz,3.93e-10,17.869,3.95e-10,17.766,0.978
4,1,3,100,200,7.100 GHz,3.93e-10,18.072,3.95e-10,17.964,0.982
4,1,3,100,200,7.200 GHz,3.93e-10,18.272,3.95e-10,18.161,0.985
4,1,3,100,200,7.300 GHz,3.93e-10,18.471,3.95e-10,18.355,0.988
4,1,3,100,200,7.400 GHz,3.93e-10,18.669,3.96e-10,18.548,0.991
4,1,3,100,200,7.500 GHz,3.93e-10,18.864,3.96e-10,18.738,0.995
4,1,3,100,200,7.600 GHz,3.93e-10,19.058,3.96e-10,18.927,0.998
4,1,3,100,200,7.700 GHz,3.93e-10,19.25,3.96e-10,19.114,1.002
4,1,3,100,200,7.800 GHz,3.93e-10,19.44,3.96e-10,19.299,1.005
4,1,3,100,200,7.900 GHz,3.93e-10,19.628,3.96e-10,19.483,1.009
4,1,3,100,200,8.000 GHz,3.93e-10,19.815,3.96e-10,19.664,1.012
4,1,3,100,200,8.100 GHz,3.93e-10,20.0,3.96e-10,19.844,1.016
4,1,3,100,200,8.200 GHz,3.93e-10,20.183,3.96e-10,20.021,1.02
4,1,3,100,200,8.300 GHz,3.93e-10,20.365,3.96e-10,20.197,1.023
4,1,3,100,200,8.400 GHz,3.93e-10,20.545,3.96e-10,20.371,1.027
4,1,3,100,200,8.500 GHz,3.93e-10,20.723,3.97e-10,20.543,1.031
4,1,3,100,200,8.600 GHz,3.93e-10,20.899,3.97e-10,20.714,1.035
4,1,3,100,200,8.700 GHz,3.93e-10,21.074,3.97e-10,20.882,1.038
4,1,3,100,200,8.800 GHz,3.94e-10,21.247,3.97e-10,21.049,1.042
4,1,3,100,200,8.900 GHz,3.94e-10,21.418,3.97e-10,21.214,1.046
4,1,3,100,200,9.000 GHz,3.94e-10,21.588,3.97e-10,21.377,1.05
4,1,3,100,200,9.100 GHz,3.94e-10,21.756,3.97e-10,21.538,1.054
4,1,3,100,200,9.200 GHz,3.94e-10,21.923,3.97e-10,21.697,1.058
4,1,3,100,200,9.300 GHz,3.94e-10,22.088,3.97e-10,21.855,1.062
4,1,3,100,200,9.400 GHz,3.94e-10,22.251,3.98e-10,22.011,1.066
4,1,3,100,200,9.500 GHz,3.94e-10,22.412,3.98e-10,22.165,1.071
4,1,3,100,200,9.600 GHz,3.94e-10,22.573,3.98e-10,22.318,1.075
4,1,3,100,200,9.700 GHz,3.94e-10,22.731,3.98e-10,22.468,1.079
4,1,3,100,200,9.800 GHz,3.94e-10,22.888,3.98e-10,22.617,1.083
4,1,3,100,200,9.900 GHz,3.94e-10,23.043,3.98e-10,22.764,1.088
4,1,3,100,200,10.00 GHz,3.94e-10,23.197,3.98e-10,22.91,1.092
4,1,3,100,200,10.10 GHz,3.94e-10,23.349,3.98e-10,23.053,1.096
4,1,3,100,200,10.20 GHz,3.94e-10,23.5,3.98e-10,23.195,1.101
4,1,3,100,200,10.30 GHz,3.94e-10,23.649,3.99e-10,23.336,1.105
4,1,3,100,200,10.40 GHz,3.94e-10,23.797,3.99e-10,23.474,1.11
4,1,3,100,200,10.50 GHz,3.94e-10,23.943,3.99e-10,23.611,1.114
4,1,3,100,200,10.60 GHz,3.94e-10,24.088,3.99e-10,23.747,1.119
4,1,3,100,200,10.70 GHz,3.94e-10,24.232,3.99e-10,23.88,1.123
4,1,3,100,200,10.80 GHz,3.94e-10,24.374,3.99e-10,24.012,1.128
4,1,3,100,200,10.90 GHz,3.94e-10,24.514,3.99e-10,24.142,1.133
4,1,3,100,200,11.00 GHz,3.94e-10,24.653,4e-10,24.271,1.138
4,1,3,100,200,11.10 GHz,3.94e-10,24.791,4e-10,24.398,1.142
4,1,3,100,200,11.20 GHz,3.94e-10,24.927,4e-10,24.523,1.147
4,1,3,100,200,11.30 GHz,3.94e-10,25.063,4e-10,24.647,1.152
4,1,3,100,200,11.40 GHz,3.94e-10,25.196,4e-10,24.769,1.157
4,1,3,100,200,11.50 GHz,3.94e-10,25.329,4e-10,24.89,1.162
4,1,3,100,200,11.60 GHz,3.94e-10,25.46,4e-10,25.009,1.167
4,1,3,100,200,11.70 GHz,3.94e-10,25.59,4.01e-10,25.127,1.172
4,1,3,100,200,11.80 GHz,3.95e-10,25.718,4.01e-10,25.243,1.177
4,1,3,100,200,11.90 GHz,3.95e-10,25.845,4.01e-10,25.357,1.182
4,1,3,100,200,12.00 GHz,3.95e-10,25.971,4.01e-10,25.47,1.187
4,1,3,100,200,12.10 GHz,3.95e-10,26.096,4.01e-10,25.581,1.192
4,1,3,100,200,12.20 GHz,3.95e-10,26.22,4.01e-10,25.691,1.197
4,1,3,100,200,12.30 GHz,3.95e-10,26.342,4.01e-10,25.799,1.202
4,1,3,100,200,12.40 GHz,3.95e-10,26.464,4.02e-10,25.906,1.208
4,1,3,100,200,12.50 GHz,3.95e-10,26.584,4.02e-10,26.011,1.213
4,1,3,100,200,12.60 GHz,3.95e-10,26.703,4.02e-10,26.115,1.218
4,1,3,100,200,12.70 GHz,3.95e-10,26.821,4.02e-10,26.218,1.224
4,1,3,100,200,12.80 GHz,3.95e-10,26.938,4.02e-10,26.319,1.229
4,1,3,100,200,12.90 GHz,3.95e-10,27.054,4.02e-10,26.419,1.235
4,1,3,100,200,13.00 GHz,3.95e-10,27.169,4.03e-10,26.517,1.24
4,1,3,100,200,13.10 GHz,3.95e-10,27.283,4.03e-10,26.614,1.246
4,1,3,100,200,13.20 GHz,3.95e-10,27.397,4.03e-10,26.709,1.251
4,1,3,100,200,13.30 GHz,3.95e-10,27.509,4.03e-10,26.804,1.257
4,1,3,100,200,13.40 GHz,3.95e-10,27.62,4.03e-10,26.896,1.263
4,1,3,100,200,13.50 GHz,3.95e-10,27.73,4.04e-10,26.988,1.268
4,1,3,100,200,13.60 GHz,3.95e-10,27.84,4.04e-10,27.078,1.274
4,1,3,100,200,13.70 GHz,3.96e-10,27.949,4.04e-10,27.168,1.28
4,1,3,100,200,13.80 GHz,3.96e-10,28.057,4.04e-10,27.255,1.286
4,1,3,100,200,13.90 GHz,3.96e-10,28.164,4.04e-10,27.342,1.291
4,1,3,100,200,14.00 GHz,3.96e-10,28.271,4.05e-10,27.428,1.297
4,1,3,100,200,14.10 GHz,3.96e-10,28.377,4.05e-10,27.512,1.303
4,1,3,100,200,14.20 GHz,3.96e-10,28.483,4.05e-10,27.595,1.309
4,1,3,100,200,14.30 GHz,3.96e-10,28.588,4.05e-10,27.677,1.315
4,1,3,100,200,14.40 GHz,3.96e-10,28.692,4.05e-10,27.759,1.321
4,1,3,100,200,14.50 GHz,3.96e-10,28.796,4.06e-10,27.839,1.327
4,1,3,100,200,14.60 GHz,3.96e-10,28.899,4.06e-10,27.918,1.333
4,1,3,100,200,14.70 GHz,3.96e-10,29.003,4.06e-10,27.996,1.339
4,1,3,100,200,14.80 GHz,3.96e-10,29.105,4.06e-10,28.073,1.345
4,1,3,100,200,14.90 GHz,3.96e-10,29.208,4.06e-10,28.15,1.351
4,1,3,100,200,15.00 GHz,3.96e-10,29.31,4.07e-10,28.225,1.357
4,1,3,100,200,15.10 GHz,3.96e-10,29.413,4.07e-10,28.3,1.364
4,1,3,100,200,15.20 GHz,3.96e-10,29.515,4.07e-10,28.374,1.37
4,1,3,100,200,15.30 GHz,3.97e-10,29.617,4.07e-10,28.447,1.376
4,1,3,100,200,15.40 GHz,3.97e-10,29.719,4.07e-10,28.519,1.382
4,1,3,100,200,15.50 GHz,3.97e-10,29.821,4.08e-10,28.591,1.389
4,1,3,100,200,15.60 GHz,3.97e-10,29.923,4.08e-10,28.662,1.395
4,1,3,100,200,15.70 GHz,3.97e-10,30.025,4.08e-10,28.732,1.401
4,1,3,100,200,15.80 GHz,3.97e-10,30.128,4.08e-10,28.801,1.407
4,1,3,100,200,15.90 GHz,3.97e-10,30.23,4.09e-10,28.87,1.414
4,1,3,100,200,16.00 GHz,3.97e-10,30.333,4.09e-10,28.938,1.42
4,1,3,100,200,16.10 GHz,3.97e-10,30.437,4.09e-10,29.005,1.427
4,1,3,100,200,16.20 GHz,3.97e-10,30.54,4.09e-10,29.071,1.433
4,1,3,100,200,16.30 GHz,3.97e-10,30.644,4.1e-10,29.136,1.439
4,1,3,100,200,16.40 GHz,3.97e-10,30.748,4.1e-10,29.2,1.446
4,1,3,100,200,16.50 GHz,3.97e-10,30.852,4.1e-10,29.262,1.452
4,1,3,100,200,16.60 GHz,3.97e-10,30.957,4.1e-10,29.324,1.459
4,1,3,100,200,16.70 GHz,3.98e-10,31.061,4.1e-10,29.384,1.466
4,1,3,100,200,16.80 GHz,3.98e-10,31.166,4.11e-10,29.442,1.472
4,1,3,100,200,16.90 GHz,3.98e-10,31.271,4.11e-10,29.498,1.479
4,1,3,100,200,17.00 GHz,3.98e-10,31.375,4.11e-10,29.551,1.486
4,1,3,100,200,17.10 GHz,3.98e-10,31.479,4.11e-10,29.602,1.493
4,1,3,100,200,17.20 GHz,3.98e-10,31.582,4.12e-10,29.65,1.5
4,1,3,100,200,17.30 GHz,3.98e-10,31.684,4.12e-10,29.695,1.508
4,1,3,100,200,17.40 GHz,3.98e-10,31.786,4.12e-10,29.736,1.515
4,1,3,100,200,17.50 GHz,3.98e-10,31.885,4.12e-10,29.773,1.523
4,1,3,100,200,17.60 GHz,3.98e-10,31.983,4.13e-10,29.805,1.531
4,1,3,100,200,17.70 GHz,3.98e-10,32.078,4.13e-10,29.832,1.539
4,1,3,100,200,17.80 GHz,3.98e-10,32.171,4.13e-10,29.854,1.548
4,1,3,100,200,17.90 GHz,3.98e-10,32.261,4.13e-10,29.87,1.557
4,1,3,100,200,18.00 GHz,3.99e-10,32.347,4.14e-10,29.88,1.566
4,1,3,100,200,18.10 GHz,3.99e-10,32.429,4.14e-10,29.883,1.575
4,1,3,100,200,18.20 GHz,3.99e-10,32.507,4.14e-10,29.88,1.585
4,1,3,100,200,18.30 GHz,3.99e-10,32.58,4.14e-10,29.869,1.595
4,1,3,100,200,18.40 GHz,3.99e-10,32.648,4.15e-10,29.852,1.606
4,1,3,100,200,18.50 GHz,3.99e-10,32.71,4.15e-10,29.827,1.617
4,1,3,100,200,18.60 GHz,3.99e-10,32.766,4.15e-10,29.795,1.628
4,1,3,100,200,18.70 GHz,3.99e-10,32.817,4.15e-10,29.756,1.64
4,1,3,100,200,18.80 GHz,3.99e-10,32.861,4.16e-10,29.71,1.653
4,1,3,100,200,18.90 GHz,3.99e-10,32.898,4.16e-10,29.657,1.666
4,1,3,100,200,19.00 GHz,3.99e-10,32.929,4.16e-10,29.598,1.679
4,1,3,100,200,19.10 GHz,3.99e-10,32.953,4.17e-10,29.533,1.692
4,1,3,100,200,19.20 GHz,3.99e-10,32.971,4.17e-10,29.461,1.707
4,1,3,100,200,19.30 GHz,3.99e-10,32.982,4.17e-10,29.384,1.721
4,1,3,100,200,19.40 GHz,3.99e-10,32.987,4.17e-10,29.302,1.736
4,1,3,100,200,19.50 GHz,4e-10,32.985,4.18e-10,29.214,1.751
4,1,3,100,200,19.60 GHz,4e-10,32.977,4.18e-10,29.123,1.767
4,1,3,100,200,19.70 GHz,4e-10,32.964,4.18e-10,29.027,1.783
4,1,3,100,200,19.80 GHz,4e-10,32.944,4.19e-10,28.927,1.8
4,1,3,100,200,19.90 GHz,4e-10,32.919,4.19e-10,28.823,1.817
4,1,3,100,200,20.00 GHz,4e-10,32.889,4.19e-10,28.716,1.834
4,1,3,120,100,2.000 GHz,2.64e-10,5.262,2.64e-10,5.261,0.63
4,1,3,120,100,2.100 GHz,2.64e-10,5.52,2.64e-10,5.518,0.63
4,1,3,120,100,2.200 GHz,2.64e-10,5.776,2.64e-10,5.775,0.631
4,1,3,120,100,2.300 GHz,2.64e-10,6.032,2.64e-10,6.03,0.632
4,1,3,120,100,2.400 GHz,2.64e-10,6.287,2.64e-10,6.285,0.633
4,1,3,120,100,2.500 GHz,2.64e-10,6.541,2.64e-10,6.538,0.633
4,1,3,120,100,2.600 GHz,2.64e-10,6.794,2.64e-10,6.791,0.634
4,1,3,120,100,2.700 GHz,2.64e-10,7.046,2.64e-10,7.043,0.635
4,1,3,120,100,2.800 GHz,2.64e-10,7.297,2.64e-10,7.293,0.636
4,1,3,120,100,2.900 GHz,2.64e-10,7.547,2.64e-10,7.543,0.637
4,1,3,120,100,3.000 GHz,2.64e-10,7.796,2.64e-10,7.792,0.638
4,1,3,120,100,3.100 GHz,2.64e-10,8.043,2.64e-10,8.039,0.639
4,1,3,120,100,3.200 GHz,2.64e-10,8.29,2.64e-10,8.285,0.64
4,1,3,120,100,3.300 GHz,2.64e-10,8.536,2.64e-10,8.53,0.641
4,1,3,120,100,3.400 GHz,2.64e-10,8.78,2.64e-10,8.774,0.642
4,1,3,120,100,3.500 GHz,2.64e-10,9.023,2.64e-10,9.017,0.643
4,1,3,120,100,3.600 GHz,2.64e-10,9.265,2.64e-10,9.258,0.644
4,1,3,120,100,3.700 GHz,2.64e-10,9.506,2.64e-10,9.498,0.646
4,1,3,120,100,3.800 GHz,2.64e-10,9.745,2.64e-10,9.736,0.647
4,1,3,120,100,3.900 GHz,2.64e-10,9.983,2.64e-10,9.974,0.648
4,1,3,120,100,4.000 GHz,2.64e-10,10.219,2.64e-10,10.21,0.649
4,1,3,120,100,4.100 GHz,2.64e-10,10.455,2.64e-10,10.444,0.651
4,1,3,120,100,4.200 GHz,2.64e-10,10.689,2.64e-10,10.678,0.652
4,1,3,120,100,4.300 GHz,2.64e-10,10.921,2.64e-10,10.909,0.653
4,1,3,120,100,4.400 GHz,2.64e-10,11.152,2.64e-10,11.139,0.655
4,1,3,120,100,4.500 GHz,2.64e-10,11.382,2.64e-10,11.368,0.656
4,1,3,120,100,4.600 GHz,2.64e-10,11.61,2.64e-10,11.596,0.658
4,1,3,120,100,4.700 GHz,2.64e-10,11.837,2.64e-10,11.821,0.659
4,1,3,120,100,4.800 GHz,2.64e-10,12.062,2.64e-10,12.046,0.661
4,1,3,120,100,4.900 GHz,2.64e-10,12.286,2.64e-10,12.268,0.662
4,1,3,120,100,5.000 GHz,2.64e-10,12.508,2.64e-10,12.49,0.664
4,1,3,120,100,5.100 GHz,2.64e-10,12.729,2.64e-10,12.709,0.665
4,1,3,120,100,5.200 GHz,2.64e-10,12.948,2.64e-10,12.927,0.667
4,1,3,120,100,5.300 GHz,2.64e-10,13.165,2.64e-10,13.144,0.669
4,1,3,120,100,5.400 GHz,2.64e-10,13.381,2.64e-10,13.358,0.67
4,1,3,120,100,5.500 GHz,2.64e-10,13.596,2.64e-10,13.571,0.672
4,1,3,120,100,5.600 GHz,2.64e-10,13.809,2.64e-10,13.783,0.674
4,1,3,120,100,5.700 GHz,2.64e-10,14.02,2.64e-10,13.993,0.676
4,1,3,120,100,5.800 GHz,2.64e-10,14.229,2.64e-10,14.201,0.677
4,1,3,120,100,5.900 GHz,2.64e-10,14.437,2.64e-10,14.408,0.679
4,1,3,120,100,6.000 GHz,2.64e-10,14.644,2.64e-10,14.613,0.681
4,1,3,120,100,6.100 GHz,2.64e-10,14.849,2.64e-10,14.816,0.683
4,1,3,120,100,6.200 GHz,2.64e-10,15.052,2.64e-10,15.017,0.685
4,1,3,120,100,6.300 GHz,2.64e-10,15.253,2.64e-10,15.217,0.687
4,1,3,120,100,6.400 GHz,2.64e-10,15.453,2.64e-10,15.416,0.689
4,1,3,120,100,6.500 GHz,2.64e-10,15.651,2.64e-10,15.612,0.691
4,1,3,120,100,6.600 GHz,2.64e-10,15.848,2.64e-10,15.807,0.693
4,1,3,120,100,6.700 GHz,2.64e-10,16.043,2.64e-10,16.0,0.695
4,1,3,120,100,6.800 GHz,2.64e-10,16.236,2.64e-10,16.191,0.697
4,1,3,120,100,6.900 GHz,2.64e-10,16.428,2.64e-10,16.381,0.699
4,1,3,120,100,7.000 GHz,2.64e-10,16.618,2.64e-10,16.569,0.701
4,1,3,120,100,7.100 GHz,2.64e-10,16.806,2.64e-10,16.756,0.703
4,1,3,120,100,7.200 GHz,2.64e-10,16.993,2.64e-10,16.94,0.706
4,1,3,120,100,7.300 GHz,2.64e-10,17.178,2.64e-10,17.123,0.708
4,1,3,120,100,7.400 GHz,2.64e-10,17.361,2.64e-10,17.305,0.71
4,1,3,120,100,7.500 GHz,2.64e-10,17.543,2.64e-10,17.484,0.712
4,1,3,120,100,7.600 GHz,2.64e-10,17.723,2.64e-10,17.662,0.715
4,1,3,120,100,7.700 GHz,2.64e-10,17.901,2.64e-10,17.838,0.717
4,1,3,120,100,7.800 GHz,2.64e-10,18.078,2.64e-10,18.013,0.719
4,1,3,120,100,7.900 GHz,2.64e-10,18.254,2.64e-10,18.186,0.722
4,1,3,120,100,8.000 GHz,2.64e-10,18.427,2.64e-10,18.357,0.724
4,1,3,120,100,8.100 GHz,2.64e-10,18.599,2.64e-10,18.527,0.726
4,1,3,120,100,8.200 GHz,2.64e-10,18.77,2.64e-10,18.695,0.729
4,1,3,120,100,8.300 GHz,2.64e-10,18.939,2.65e-10,18.861,0.731
4,1,3,120,100,8.400 GHz,2.64e-10,19.106,2.65e-10,19.026,0.734
4,1,3,120,100,8.500 GHz,2.64e-10,19.272,2.65e-10,19.189,0.736
4,1,3,120,100,8.600 GHz,2.64e-10,19.436,2.65e-10,19.351,0.739
4,1,3,120,100,8.700 GHz,2.64e-10,19.599,2.65e-10,19.511,0.741
4,1,3,120,100,8.800 GHz,2.64e-10,19.76,2.65e-10,19.669,0.744
4,1,3,120,100,8.900 GHz,2.64e-10,19.92,2.65e-10,19.826,0.746
4,1,3,120,100,9.000 GHz,2.64e-10,20.078,2.65e-10,19.981,0.749
4,1,3,120,100,9.100 GHz,2.64e-10,20.235,2.65e-10,20.135,0.752
4,1,3,120,100,9.200 GHz,2.64e-10,20.39,2.65e-10,20.287,0.754
4,1,3,120,100,9.300 GHz,2.64e-10,20.544,2.65e-10,20.438,0.757
4,1,3,120,100,9.400 GHz,2.64e-10,20.696,2.65e-10,20.587,0.76
4,1,3,120,100,9.500 GHz,2.64e-10,20.847,2.65e-10,20.734,0.762
4,1,3,120,100,9.600 GHz,2.64e-10,20.997,2.65e-10,20.881,0.765
4,1,3,120,100,9.700 GHz,2.64e-10,21.145,2.65e-10,21.025,0.768
4,1,3,120,100,9.800 GHz,2.64e-10,21.291,2.65e-10,21.169,0.771
4,1,3,120,100,9.900 GHz,2.64e-10,21.437,2.65e-10,21.31,0.773
4,1,3,120,100,10.00 GHz,2.64e-10,21.581,2.65e-10,21.451,0.776
4,1,3,120,100,10.10 GHz,2.64e-10,21.723,2.65e-10,21.59,0.779
4,1,3,120,100,10.20 GHz,2.64e-10,21.864,2.65e-10,21.727,0.782
4,1,3,120,100,10.30 GHz,2.64e-10,22.004,2.65e-10,21.863,0.785
4,1,3,120,100,10.40 GHz,2.64e-10,22.143,2.65e-10,21.998,0.788
4,1,3,120,100,10.50 GHz,2.64e-10,22.28,2.65e-10,22.131,0.79
4,1,3,120,100,10.60 GHz,2.64e-10,22.417,2.65e-10,22.263,0.793
4,1,3,120,100,10.70 GHz,2.64e-10,22.551,2.65e-10,22.394,0.796
4,1,3,120,100,10.80 GHz,2.64e-10,22.685,2.65e-10,22.523,0.799
4,1,3,120,100,10.90 GHz,2.64e-10,22.817,2.65e-10,22.651,0.802
4,1,3,120,100,11.00 GHz,2.64e-10,22.949,2.65e-10,22.778,0.805
4,1,3,120,100,11.10 GHz,2.64e-10,23.079,2.65e-10,22.904,0.808
4,1,3,120,100,11.20 GHz,2.64e-10,23.208,2.65e-10,23.028,0.811
4,1,3,120,100,11.30 GHz,2.64e-10,23.335,2.66e-10,23.151,0.814
4,1,3,120,100,11.40 GHz,2.64e-10,23.462,2.66e-10,23.272,0.817
4,1,3,120,100,11.50 GHz,2.64e-10,23.587,2.66e-10,23.393,0.82
4,1,3,120,100,11.60 GHz,2.64e-10,23.711,2.66e-10,23.512,0.823
4,1,3,120,100,11.70 GHz,2.64e-10,23.835,2.66e-10,23.63,0.826
4,1,3,120,100,11.80 GHz,2.64e-10,23.957,2.66e-10,23.747,0.83
4,1,3,120,100,11.90 GHz,2.64e-10,24.078,2.66e-10,23.863,0.833
4,1,3,120,100,12.00 GHz,2.64e-10,24.198,2.66e-10,23.977,0.836
4,1,3,120,100,12.10 GHz,2.64e-10,24.317,2.66e-10,24.09,0.839
4,1,3,120,100,12.20 GHz,2.64e-10,24.435,2.66e-10,24.202,0.842
4,1,3,120,100,12.30 GHz,2.64e-10,24.552,2.66e-10,24.313,0.845
4,1,3,120,100,12.40 GHz,2.64e-10,24.668,2.66e-10,24.423,0.848
4,1,3,120,100,12.50 GHz,2.64e-10,24.783,2.66e-10,24.532,0.852
4,1,3,120,100,12.60 GHz,2.64e-10,24.897,2.66e-10,24.639,0.855
4,1,3,120,100,12.70 GHz,2.64e-10,25.01,2.66e-10,24.746,0.858
4,1,3,120,100,12.80 GHz,2.64e-10,25.122,2.66e-10,24.851,0.861
4,1,3,120,100,12.90 GHz,2.64e-10,25.233,2.66e-10,24.955,0.865
4,1,3,120,100,13.00 GHz,2.64e-10,25.343,2.66e-10,25.059,0.868
4,1,3,120,100,13.10 GHz,2.64e-10,25.452,2.66e-10,25.161,0.871
4,1,3,120,100,13.20 GHz,2.64e-10,25.561,2.66e-10,25.262,0.874
4,1,3,120,100,13.30 GHz,2.64e-10,25.668,2.66e-10,25.362,0.878
4,1,3,120,100,13.40 GHz,2.64e-10,25.775,2.67e-10,25.46,0.881
4,1,3,120,100,13.50 GHz,2.64e-10,25.881,2.67e-10,25.558,0.885
4,1,3,120,100,13.60 GHz,2.64e-10,25.986,2.67e-10,25.655,0.888
4,1,3,120,100,13.70 GHz,2.64e-10,26.09,2.67e-10,25.75,0.891
4,1,3,120,100,13.80 GHz,2.64e-10,26.193,2.67e-10,25.845,0.895
4,1,3,120,100,13.90 GHz,2.64e-10,26.295,2.67e-10,25.938,0.898
4,1,3,120,100,14.00 GHz,2.64e-10,26.397,2.67e-10,26.031,0.902
4,1,3,120,100,14.10 GHz,2.64e-10,26.498,2.67e-10,26.122,0.905
4,1,3,120,100,14.20 GHz,2.64e-10,26.598,2.67e-10,26.212,0.908
4,1,3,120,100,14.30 GHz,2.64e-10,26.697,2.67e-10,26.301,0.912
4,1,3,120,100,14.40 GHz,2.64e-10,26.795,2.67e-10,26.389,0.915
4,1,3,120,100,14.50 GHz,2.64e-10,26.892,2.67e-10,26.476,0.919
4,1,3,120,100,14.60 GHz,2.64e-10,26.989,2.67e-10,26.562,0.923
4,1,3,120,100,14.70 GHz,2.64e-10,27.085,2.67e-10,26.647,0.926
4,1,3,120,100,14.80 GHz,2.64e-10,27.18,2.67e-10,26.731,0.93
4,1,3,120,100,14.90 GHz,2.64e-10,27.274,2.67e-10,26.814,0.933
4,1,3,120,100,15.00 GHz,2.64e-10,27.368,2.67e-10,26.895,0.937
4,1,3,120,100,15.10 GHz,2.64e-10,27.46,2.67e-10,26.976,0.941
4,1,3,120,100,15.20 GHz,2.64e-10,27.552,2.68e-10,27.055,0.944
4,1,3,120,100,15.30 GHz,2.64e-10,27.643,2.68e-10,27.133,0.948
4,1,3,120,100,15.40 GHz,2.64e-10,27.733,2.68e-10,27.21,0.952
4,1,3,120,100,15.50 GHz,2.64e-10,27.823,2.68e-10,27.286,0.955
4,1,3,120,100,15.60 GHz,2.64e-10,27.911,2.68e-10,27.361,0.959
4,1,3,120,100,15.70 GHz,2.64e-10,27.999,2.68e-10,27.434,0.963
4,1,3,120,100,15.80 GHz,2.64e-10,28.086,2.68e-10,27.506,0.967
4,1,3,120,100,15.90 GHz,2.64e-10,28.172,2.68e-10,27.578,0.971
4,1,3,120,100,16.00 GHz,2.64e-10,28.258,2.68e-10,27.648,0.975
4,1,3,120,100,16.10 GHz,2.64e-10,28.342,2.68e-10,27.716,0.978
4,1,3,120,100,16.20 GHz,2.64e-10,28.426,2.68e-10,27.784,0.982
4,1,3,120,100,16.30 GHz,2.64e-10,28.509,2.68e-10,27.85,0.986
4,1,3,120,100,16.40 GHz,2.64e-10,28.591,2.68e-10,27.915,0.99
4,1,3,120,100,16.50 GHz,2.64e-10,28.672,2.68e-10,27.979,0.994
4,1,3,120,100,16.60 GHz,2.64e-10,28.753,2.68e-10,28.041,0.998
4,1,3,120,100,16.70 GHz,2.64e-10,28.832,2.69e-10,28.102,1.003
4,1,3,120,100,16.80 GHz,2.64e-10,28.911,2.69e-10,28.162,1.007
4,1,3,120,100,16.90 GHz,2.64e-10,28.989,2.69e-10,28.22,1.011
4,1,3,120,100,17.00 GHz,2.64e-10,29.066,2.69e-10,28.277,1.015
4,1,3,120,100,17.10 GHz,2.64e-10,29.141,2.69e-10,28.333,1.019
4,1,3,120,100,17.20 GHz,2.64e-10,29.217,2.69e-10,28.387,1.023
4,1,3,120,100,17.30 GHz,2.64e-10,29.291,2.69e-10,28.44,1.028
4,1,3,120,100,17.40 GHz,2.64e-10,29.364,2.69e-10,28.491,1.032
4,1,3,120,100,17.50 GHz,2.64e-10,29.436,2.69e-10,28.541,1.037
4,1,3,120,100,17.60 GHz,2.64e-10,29.507,2.69e-10,28.59,1.041
4,1,3,120,100,17.70 GHz,2.64e-10,29.578,2.69e-10,28.637,1.045
4,1,3,120,100,17.80 GHz,2.65e-10,29.647,2.69e-10,28.682,1.05
4,1,3,120,100,17.90 GHz,2.65e-10,29.716,2.69e-10,28.726,1.055
4,1,3,120,100,18.00 GHz,2.65e-10,29.783,2.69e-10,28.769,1.059
4,1,3,120,100,18.10 GHz,2.65e-10,29.849,2.7e-10,28.809,1.064
4,1,3,120,100,18.20 GHz,2.65e-10,29.915,2.7e-10,28.849,1.069
4,1,3,120,100,18.30 GHz,2.65e-10,29.979,2.7e-10,28.886,1.073
4,1,3,120,100,18.40 GHz,2.65e-10,30.042,2.7e-10,28.922,1.078
4,1,3,120,100,18.50 GHz,2.65e-10,30.104,2.7e-10,28.956,1.083
4,1,3,120,100,18.60 GHz,2.65e-10,30.165,2.7e-10,28.989,1.088
4,1,3,120,100,18.70 GHz,2.65e-10,30.225,2.7e-10,29.02,1.093
4,1,3,120,100,18.80 GHz,2.65e-10,30.284,2.7e-10,29.049,1.098
4,1,3,120,100,18.90 GHz,2.65e-10,30.342,2.7e-10,29.077,1.103
4,1,3,120,100,19.00 GHz,2.65e-10,30.399,2.7e-10,29.103,1.108
4,1,3,120,100,19.10 GHz,2.65e-10,30.454,2.7e-10,29.127,1.114
4,1,3,120,100,19.20 GHz,2.65e-10,30.509,2.7e-10,29.149,1.119
4,1,3,120,100,19.30 GHz,2.65e-10,30.562,2.7e-10,29.169,1.124
